recipe_id,recipe_name,ingredients_joined
110,Canned Apple Pie Filling,4 1/2 cups white sugar||1 cup cornstarch||2 teaspoons ground cinnamon||1/4 teaspoon ground nutmeg||10 cups water||2 teaspoons salt||3 tablespoons lemon juice||2 drops yellow food coloring||6 pounds apples
111,Easy Apple Pie,"1 (14.1 ounce) package pastry for a 9-inch double-crust pie||3/4 cup white sugar, or more to taste||1 teaspoon ground cinnamon||6 cups thinly sliced apples||1 tablespoon butter"
112,Apple Crumb Pie,6 cups thinly sliced apples||1 tablespoon lemon juice (Optional)||3/4 cup white sugar||2 tablespoons all-purpose flour||1/2 teaspoon ground cinnamon||1/8 teaspoon ground nutmeg||1/2 cup raisins (Optional)||1/2 cup chopped walnuts (Optional)||1 (9 inch) pie shell||1/2 cup all-purpose flour||1/2 cup packed brown sugar||3 tablespoons butter
113,Caramel Apples,"6 apples||6 wooden craft sticks, cooking spray||1 (14 ounce) package individually wrapped caramels, unwrapped||2 tablespoons milk"
114,German Apple Cake,"1 cup vegetable oil||2 eggs||2 cups white sugar||1 teaspoon vanilla extract||2 cups all-purpose flour||2 teaspoons ground cinnamon||1 teaspoon baking soda||1/2 teaspoon salt||4 cups apples - peeled, cored and diced"
115,"Awesome Sausage, Apple and Cranberry Stuffing","3 3/4 cups cubed white bread||1 1/2 cups cubed whole wheat bread||1 pound ground turkey sausage||1 cup chopped onion||3/4 cup chopped celery||2 1/2 teaspoons dried sage||1 1/2 teaspoons dried rosemary||1/2 teaspoon dried thyme||1 Golden Delicious apple, cored and chopped||3/4 cup dried cranberries||1/3 cup minced fresh parsley||1 cooked turkey liver, finely chopped||3/4 cup turkey stock||4 tablespoons unsalted butter, melted"
116,Apple Hand Pies,"2 tablespoons butter||2 large green apples - peeled, cored, and cut into chunks||2 tablespoons brown sugar||1/4 cup white sugar||1/4 teaspoon salt||1 1/2 teaspoons ground cinnamon, or to taste||1 teaspoon water, or more if needed (Optional)||1 pound prepared pie dough, cut into 4 pieces||1 egg||2 teaspoons milk||1 teaspoon white sugar, or as needed"
117,Amazing Apple Butter,"10 pounds apples, quartered||4 cups unsweetened apple juice||1 cup white sugar||1 tablespoon apple cider vinegar||1 1/2 teaspoons ground cinnamon||1/2 teaspoon ground cloves||1/2 teaspoon ground allspice||6 half-pint canning jars with lids and rings"
118,Easy Apple Cinnamon Muffins,"1 1/2 cups all-purpose flour||3/4 cup white sugar||2 teaspoons baking powder||1 teaspoon ground cinnamon||1/2 teaspoon salt||1 egg||1/3 cup vegetable oil||1/3 cup milk||2 apples - peeled, cored and chopped"
119,Debbie's Amazing Apple Bread,"2 eggs||2 cups white sugar||1/2 cup vegetable oil||2 teaspoons vanilla extract||2 cups apples, peeled and diced||2 cups all-purpose flour||1 1/2 teaspoons salt||1 teaspoon baking powder||1/2 teaspoon ground cinnamon, or more to taste"
120,Mom's Apple Fritters,"1 quart vegetable oil for deep-frying||1 1/2 cups all-purpose flour||1 tablespoon white sugar||2 teaspoons baking powder||1/2 teaspoon salt||2/3 cup milk||2 large eggs, beaten||1 tablespoon vegetable oil||3 cups apples - peeled, cored and chopped||1 cup cinnamon sugar"
121,Easy Apple Crisp with Pie Filling,1 (21 ounce) can apple pie filling||1/2 teaspoon ground cinnamon||1/2 teaspoon ground nutmeg||1 cup margarine||1/4 cup brown sugar||2 cups all-purpose flour
122,Apple Strudel Muffins,2 cups all-purpose flour||1 teaspoon baking powder||1/2 teaspoon baking soda||1/2 teaspoon salt||1 cup white sugar||1/2 cup butter||2 large eggs||1 1/4 teaspoons vanilla||1 1/2 cups chopped apples
123,Delicious Cinnamon Baked Apples,"1 teaspoon butter||2 tablespoons brown sugar||3 teaspoons vanilla sugar||3 teaspoons ground cinnamon||1 teaspoon ground nutmeg||6 large apples - peeled, cored, and sliced||3 1/2 tablespoons water"
124,Waldorf Salad,"1/2 cup mayonnaise||1 tablespoon white sugar||1 teaspoon lemon juice||1/8 teaspoon salt||3 apples -- peeled, cored, and chopped||1 cup thinly sliced celery||1/2 cup chopped walnuts||1/2 cup raisins (Optional)"
125,Microwave Baked Apples,2 apples||2 tablespoons brown sugar||1 teaspoon ground cinnamon||1 teaspoon ground nutmeg||2 teaspoons butter
126,German Apple Pancake,"4 eggs||1/2 cup unbleached all-purpose flour||1 tablespoon sugar||1/2 teaspoon baking powder||1 pinch salt||1 cup milk||1 teaspoon vanilla extract||2 tablespoons unsalted butter, melted||1/2 teaspoon ground nutmeg||1/4 cup unsalted butter||1/2 cup white sugar, divided||1/2 teaspoon ground cinnamon||1/2 teaspoon ground nutmeg||1 large tart apple - peeled, cored and sliced"
127,Apple Cinnamon Oatmeal Muffins,1/4 cup quick-cooking oats||1 tablespoon brown sugar||1 tablespoon melted butter||1/4 teaspoon ground cinnamon
128,Applesauce Pork Chops,"1 tablespoon butter||1 apple - peeled, cored, and sliced||1/4 cup chopped onion||2 (1/2-inch thick) pork chops||1/2 teaspoon salt, ground black pepper to taste||3/4 cup applesauce||2 tablespoons brown sugar||1/2 teaspoon ground mustard||1/8 teaspoon ground cinnamon"
129,All-Day Apple Butter,"5 1/2 pounds apples - peeled, cored and finely chopped||4 cups white sugar||2 teaspoons ground cinnamon||1/4 teaspoon ground cloves||1/4 teaspoon salt"
130,Easy Morning Glory Muffins,"2 cups all-purpose flour||1 1/4 cups white sugar||2 teaspoons baking soda||2 teaspoons ground cinnamon||1/4 teaspoon salt||2 cups shredded carrots||1 apple - peeled, cored and shredded||1/2 cup raisins||1/2 cup chopped walnuts||1/2 cup unsweetened flaked coconut||3 large eggs||1 cup vegetable oil||2 teaspoons vanilla extract"
131,Apple Oatmeal Crisp,"1 cup brown sugar||1 cup rolled oats||1 cup all-purpose flour||1/2 cup butter, melted||3 cups apples - peeled, cored and chopped||1/2 cup white sugar||2 teaspoons ground cinnamon"
132,Veronica's Apple Pancakes,"1 cup shredded tart apple||1 cup milk||1/4 cup butter, melted||1 large egg||1 1/4 cups all-purpose flour||1 tablespoon white sugar||1 1/4 teaspoons baking powder||1/4 teaspoon ground cinnamon"
133,Spiced Applesauce Bread,1 1/4 cups applesauce||1 cup white sugar||1/2 cup vegetable oil||2 large eggs||3 tablespoons milk||2 cups all-purpose flour||1 teaspoon baking soda||1/2 teaspoon baking powder||1/2 teaspoon ground cinnamon||1/4 teaspoon ground nutmeg||1/4 teaspoon ground allspice||1/4 teaspoon salt||1/2 cup chopped pecans
134,Baked Apple Roses,"1 large red apple, cored and very thinly sliced||1/4 cup white sugar||1 teaspoon ground cinnamon||1 sheet frozen puff pastry, thawed||1/4 cup melted butter||1 large egg||2 teaspoons water||1 teaspoon confectioners' sugar (Optional)"
135,Gramma's Apple Bread Pudding,"4 cups soft bread cubes||2 cups peeled and sliced apples||1/4 cup raisins||1 3/4 cups milk||1 cup brown sugar||1/4 cup margarine||2 large eggs, beaten||1 teaspoon ground cinnamon||1/2 teaspoon vanilla extract"
136,Dutch Apple Pie with Oatmeal Streusel,"5 cups apples - peeled, cored and sliced||2/3 cup white sugar||2 tablespoons all-purpose flour||1/2 teaspoon ground cinnamon||1/4 teaspoon ground nutmeg||1/4 teaspoon ground allspice||1 (9 inch) frozen pie crust||2 tablespoons butter, aluminum foil"
137,Baked Apples,4 tart green apples||1/2 cup brown sugar||4 tablespoons butter||2 teaspoons ground cinnamon
138,Mincemeat,1 teaspoon ground cinnamon||1 teaspoon ground cloves||1 teaspoon ground ginger||1 teaspoon ground nutmeg||1 teaspoon ground allspice
139,Instant Pot Meatloaf,"2 pounds ground beef||1 cup dry bread crumbs||1/2 cup diced onion||1/2 apple - peeled, cored, and diced||1 egg||2 teaspoons garlic powder||1/2 teaspoon salt||1/2 teaspoon ground black pepper"
140,Old Fashioned Apple Pie,"2 (9 inch) unbaked pie crusts||7 cups peeled, cored and sliced apples||1 cup white sugar||2 tablespoons all-purpose flour||1 teaspoon ground cinnamon||1/4 teaspoon salt||1/8 teaspoon ground nutmeg||2 tablespoons butter"
141,Quick Puff Pastry Apple Strudel,"4 medium apples - peeled, cored, and chopped||3/4 cup white sugar||1/2 cup raisins||1/2 cup chopped walnuts||2 teaspoons ground cinnamon||1 tablespoon all-purpose flour||1/2 (17.5 ounce) package frozen puff pastry, thawed||1 large egg, lightly beaten||1 tablespoon white sugar, or to taste"
142,Fried Apple Pies,"2 cups all-purpose flour||1 teaspoon salt||1/2 cup shortening, chilled||1/2 cup cold water"
143,Skillet Apples with Cinnamon,"1/4 cup butter||8 apples, cored and chopped||1/2 cup brown sugar||1/4 teaspoon ground cinnamon||1/4 teaspoon nutmeg"
144,Grandma's Iron Skillet Apple Pie,"1/2 cup butter||1 cup brown sugar||5 Granny Smith apples -- peeled, cored, quartered, and thinly sliced||3 (9 inch) refrigerated prerolled pie crusts||1 cup white sugar, divided||2 teaspoons ground cinnamon, divided||1/4 cup white sugar||1 tablespoon butter, cut into small chunks"
145,Apple Chips,"2 Golden Delicious apples, cored and thinly sliced||1 1/2 teaspoons white sugar||1/2 teaspoon ground cinnamon"
146,Apple Jelly,"3 1/2 pounds apples, cored and diced||3 cups water, or as needed||7 1/2 cups white sugar||1/2 teaspoon butter||1 (2 ounce) package powdered fruit pectin"
147,Easy Apple Coleslaw,"3 cups chopped cabbage||1 unpeeled red apple, cored and chopped||1 unpeeled Granny Smith apple, cored and chopped||1 carrot, grated||1/2 cup finely chopped red bell pepper||2 green onions, finely chopped||1/3 cup mayonnaise||1/3 cup brown sugar||1 tablespoon lemon juice, or to taste"
148,Easy Apple Strudel,"1 Granny Smith apple - peeled, cored and coarsely shredded||3 Granny Smith apples - peeled, cored and sliced||1 cup brown sugar||1 cup golden raisins||1 sheet frozen puff pastry, thawed||1 egg||1/4 cup milk"
149,Pork Tenderloin with Apples and Onions,"2 (1 1/2 pound) pork tenderloins||2 teaspoons vegetable oil||1 teaspoon sea salt||2 tablespoons vegetable oil, divided, or more as needed||3 medium Granny Smith apples - peeled, cored, and sliced into eighths||2 medium sweet onions, sliced vertically||3 teaspoons chopped fresh thyme, divided||1/4 teaspoon ground black pepper, or to taste||1 tablespoon Dijon mustard||1 cup chicken stock||1 tablespoon butter"
150,Oliebollen (Dutch Doughnuts),"1 (0.6 ounce) cake compressed fresh yeast||1 cup lukewarm milk||2 1/4 cups all-purpose flour||2 teaspoons salt||1 large egg||3/4 cup dried currants||3/4 cup raisins||1 medium Granny Smith apple - peeled, cored and finely chopped||1 quart vegetable oil for deep-frying||1 cup confectioners' sugar for dusting"
151,Classic Cherries Jubilee,"1/2 cup white sugar||2 tablespoons cornstarch||1/4 cup cold water||1/4 cup orange juice||1 pound Bing or other dark, sweet cherries, rinsed and pitted (or use frozen pitted cherries)||1/2 teaspoon finely grated orange zest||3 cups vanilla bean ice cream||1/4 teaspoon cherry extract||1/4 cup brandy"
152,Fresh Cherry Cobbler,"1/2 cup butter||1 cup all-purpose flour||1 3/4 cups white sugar, divided||1 teaspoon baking powder||1 cup milk||2 cups pitted sour cherries||1 tablespoon all-purpose flour"
153,Cherry Pie Filling,4 cups pitted tart red cherries||1 cup white sugar||1/4 cup cornstarch
154,Best Boiled Fruitcake,"1 1/2 cups white sugar||12 ounces candied mixed fruit||1 cup milk||3/4 cup butter||5 ounces glace cherries, roughly chopped||2 ounces candied mixed citrus peel||2 ounces chopped walnuts||1 teaspoon ground allspice||1/2 teaspoon baking soda||12 ounces sifted self-rising flour||2 large eggs"
155,Old Fashioned Cocktail,"1 sugar cube||1 teaspoon water||1 dash bitters||2 fluid ounces whiskey (rye or bourbon)||1 lemon twist||1/2 cup ice cubes, or as needed||1 orange slice, for garnish||1 maraschino cherry, for garnish"
156,Pineapple Upside-Down Bundt Cake,"cooking spray with flour||1/2 cup melted butter||1/2 cup packed brown sugar||1 (8 ounce) can pineapple rings||1 (4 ounce) jar maraschino cherries||1 (15.25 ounce) package yellow cake mix||1 (3.5 ounce) package instant vanilla pudding mix||1/4 cup whole milk, or more as needed||1/3 cup vegetable oil||3 large eggs"
157,Grandma's Skillet Pineapple Upside-Down Cake,1 stick butter||1 1/2 cups packed brown sugar||1 (20 ounce) can sliced pineapple||1 (4 ounce) jar cherries||1 1/2 cups all-purpose flour||2 1/2 teaspoons baking powder||1/2 teaspoon salt||1 1/2 cups white sugar||1/2 cup butter||2 large eggs||1 cup milk||2 teaspoons vanilla extract
158,Chocolate-Covered Cherries,"60 maraschino cherries with stems||3 tablespoons butter, softened||3 tablespoons corn syrup||2 cups sifted confectioners' sugar||1 pound chocolate confectioners' coating"
159,Thirty Day Friendship Cake,2 cups Friendship Fruit Starter||1 (15 ounce) can sliced peaches with juice||2 1/2 cups white sugar||1 (15 ounce) can pineapple chunks with juice||1/2 cup white sugar||2 (10 ounce) jars maraschino cherries||2 1/2 cups white sugar||2 (18.25 ounce) packages yellow cake mix||2 (3.4 ounce) packages instant vanilla pudding mix||1 1/3 cups vegetable oil||8 eggs||2 cups golden raisins||2 cups chopped walnuts||2 cups flaked coconut
160,Old Time Mincemeat Pie,"1 1/4 pounds round steak, cut into small pieces||1 cup apple cider||4 Granny Smith apples - peeled, cored and finely diced||1 1/3 cups white sugar||2 1/2 cups dried currants||2 1/2 cups raisins||1/2 pound chopped candied mixed fruit peel||1/2 cup butter||1 (16 ounce) jar sour cherry preserves||1 teaspoon ground ginger||1/2 teaspoon ground cloves||1/2 teaspoon ground nutmeg||1/2 teaspoon ground cinnamon||1/2 teaspoon salt||1 (16 ounce) can pitted sour cherries, drained with liquid reserved||1 recipe pastry for a 9 inch double crust pie||2 tablespoons heavy cream"
161,Baked Ham with Sweet Glaze,"1 (10 pound) fully-cooked, bone-in ham||4 cups boiling water, or as needed||1 cup packed brown sugar||2 tablespoons all-purpose flour||2 tablespoons dry mustard powder||1/4 cup honey||1 teaspoon fresh lemon juice, or as needed||1 (20 ounce) can pineapple chunks, drained||1 (10 ounce) jar maraschino cherries, drained, toothpicks"
162,Fresh Cherry Muffins,1 1/2 cups all-purpose flour||3/4 cup white sugar||2 teaspoons baking powder||1/2 teaspoon salt||1/3 cup vegetable oil||1/3 cup milk||1 egg||1/2 teaspoon almond extract||1 cup fresh pitted and quartered sweet cherries||1 tablespoon white sugar
163,Easy Fruit Cobbler,1 cup all-purpose flour||2 teaspoons baking powder||3/4 cup white sugar||3/4 cup milk||1/4 cup butter||2 cups sliced fresh peaches
164,Pineapple Glaze for Ham,"1 (15.25 ounce) can sliced pineapple, drained with juice reserved||1 (4 ounce) jar maraschino cherries, drained||1 cup brown sugar"
165,Door County Cherry Bounce,"2 cups pitted tart cherries (such as Door County cherries)||1/3 cup white sugar, or to taste||1 cup vodka, or as needed"
166,English Trifle,"2 (8 or 9 inch) white cake layers, baked and cooled||2 pints fresh strawberries||1/4 cup white sugar||1 pint fresh blueberries||2 bananas||1/4 cup orange juice||1 (3.5 ounce) package instant vanilla pudding mix||2 cups milk||1 cup heavy whipping cream||1/4 cup blanched slivered almonds||12 maraschino cherries"
167,Simple Summer Smoothie,1 banana||1 cup frozen strawberries||1 cup frozen blueberries||1 cup frozen cherries||4 ice cubes||1/2 cup orange juice||3/4 cup vanilla yogurt||1/2 teaspoon honey (Optional)
168,The Best Cherry Pie,"1 (15 ounce) package double crust ready-to-use pie crust||3 cups cherries, pitted||3/4 cup white sugar||3 tablespoons cornstarch||1/4 teaspoon almond extract||2 tablespoons salted butter, cut into bits"
169,Homemade Old Fashioned Mix,"3 cups water||3 cups white sugar||3 clementine oranges, quartered||5 maraschino cherries, or more to taste||1 cinnamon stick||2 tablespoons bitters, or to taste"
170,Fresh Cherry Crisp,4 cups pitted sour cherries||1 1/2 cups white sugar||4 tablespoons all-purpose flour||1 1/2 cups all-purpose flour||1 cup old-fashioned oats||1 cup brown sugar||1/2 cup butter||1/2 cup shortening
171,Monte Carlo Cocktail,ice||2 fluid ounces rye whiskey||3/4 fluid ounce Benedictine liqueur||2 dashes aromatic bitters (such as Peychaud's®||1 maraschino cherry
172,Cherry Dump Cake,"2 (21 ounce) cans cherry pie filling||1 (15.25 ounce) package white cake mix||1/4 cup butter, melted||1/2 cup coarsely chopped pecans"
173,Chocolate Covered Cherry Cookies,1 cup white sugar||1/2 cup butter||1 egg||1 1/2 teaspoons vanilla extract||1 1/2 cups all-purpose flour||1/2 cup unsweetened cocoa powder||1/4 teaspoon salt||1/4 teaspoon baking soda||1/4 teaspoon baking powder||1 (10 ounce) jar maraschino cherries||1/2 cup sweetened condensed milk||1 cup semisweet chocolate chips
174,Baked Fresh Cherry Pie,1 recipe pastry for a 9 inch double crust pie||4 tablespoons quick-cooking tapioca||1/8 teaspoon salt||1 cup white sugar||4 cups pitted cherries||1/4 teaspoon almond extract||1/2 teaspoon vanilla extract||1 1/2 tablespoons butter
175,Dried Cherry Cake,1/2 cup chopped dried cherries||1/2 cup hot water||1/2 teaspoon almond extract||1 1/2 cups all-purpose flour||2 teaspoons baking powder||1/4 teaspoon salt||1 cup white sugar||1 (8 ounce) container vanilla yogurt||1/2 cup vegetable oil||1 egg||1 egg white||1/4 cup chopped pecans||1 tablespoon white sugar
176,Chef John's Classic Rice Pudding,"1/2 cup uncooked long-grain white rice||1/4 teaspoon kosher salt||1 cup water||1/4 cup white sugar||1 1/3 cups milk||1/2 teaspoon vanilla extract||1/8 teaspoon ground cinnamon||1 large egg yolk||1 tablespoon cold butter||2 tablespoons dried cherries, chopped"
